
"Data da Carga da Base";"Exercício Financeiro (Lan-Ef)";"Ação (código)";"Ação (nome)";"Plano Orçamentário (código)";"Plano Orçamentário (nome)";"Grupo de Despesa (código)";"Grupo de Despesa (nome)";"Resultado Lei (código)";"Resultado Lei (nome)";"Modalidade de Aplicação (código)";"Modalidade de Aplicação (nome)";"Fonte (código)";"Fonte (nome)";"Valor dotação inicial";"Valor dotação atualizada";"Valor Total Empenhado";"Valor Liquidado";"Valor Pago"
"04/06/22";"2018";"4257";"JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"45600,00";"45600,00";"45600,00";"45600,00";"45600,00"
"04/06/22";"2017";"00H7";"CONTRIBUICAO DA UNIAO PARA O CUSTEIO DO REGIME DE PREVIDENCI";"0001";"CONTRIBUICAO DA UNIAO PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS DECORRENTE DO PROVIMENTO DE CARGOS E FUNCOES E REESTRUTURACAO DE CARGOS E CARREIRAS E REVISAO DE REMUNERA";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"479920,00";"479920,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"00M1";"BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NA";"0001";"AUXILIO-FUNERAL E NATALIDADE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1977396,00";"1977396,00";"1977396,00";"1806252,66";"1806252,66"
"04/06/22";"2017";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"0001";"CONTRIBUICAO A ASSOCIACAO DOS SECRETARIOS-GERAIS DO PARLAMENTO - ASPG";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"3323,00";"3281,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"0002";"CONTRIBUICAO A FEDERACAO INTERNACIONAL DAS ASSOCIACOES E INSTITUICOES BIBLIOTECARIAS - IFLA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"2490,00";"2415,00";"2156,94";"2156,94";"2156,94"
"04/06/22";"2017";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"0003";"CONTRIBUICAO A ORGANIZACAO MUNDIAL DE TURISMO - OMT";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"11602,00";"2000,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"000S";"CONTRIBUICAO AO PARLAMENTO LATINO-AMERICANO";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"130582,00";"112133,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"000T";"CONTRIBUICAO A UNIAO INTERPARLAMENTAR";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"700655,00";"728823,00";"728822,41";"728822,41";"728822,41"
"04/06/22";"2017";"00PW";"CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAM";"0001";"CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS ESCOLAS DO LEGISLATIVO E DE CONTAS - ABEL";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"9789,00";"9789,00";"9000,00";"9000,00";"9000,00"
"04/06/22";"2017";"00PW";"CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAM";"0002";"CONTRIBUICAO A UNIAO NACIONAL DAS INSTITUICOES DE AUTOGESTAO EM SAUDE - UNIDAS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"51881,00";"51881,00";"51339,60";"51339,60";"51339,60"
"04/06/22";"2017";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1337598524,00";"1357053524,00";"1350996296,57";"1349399816,29";"1349399816,29"
"04/06/22";"2017";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"56";"CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB";"291926469,00";"291926469,00";"291926469,00";"291926469,00";"291926469,00"
"04/06/22";"2017";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"69";"CONTR.PATRONAL PARA O PLANO SEG.SOC.SERV.PUB.";"235033006,00";"235033006,00";"235033006,00";"235033006,00";"235033006,00"
"04/06/22";"2017";"0397";"APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"23343128,00";"23343128,00";"23163127,83";"23163127,83";"23163127,83"
"04/06/22";"2017";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"224741223,00";"224741223,00";"187588094,59";"187588094,59";"187588094,59"
"04/06/22";"2017";"0C04";"PROVIMENTO DE CARGOS E FUNCOES E REESTRUTURACAO DE CARGOS, C";"0001";"PROVIMENTO DE CARGOS E FUNCOES E REESTRUTURACAO DE CARGOS, CARREIRAS E REVISAO DE REMUNERACOES - ANEXO V DA LOA";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"9249200,00";"9249200,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"116630282,00";"131765782,00";"131614497,76";"125569232,81";"125568760,65"
"04/06/22";"2017";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"1278933,00";"1278933,00";"1278933,00";"1278933,00";"1278933,00"
"04/06/22";"2017";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"4";"INVESTIMENTOS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"71600,00";"71600,00";"890,00";"890,00";"890,00"
"04/06/22";"2017";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0002";"EXAMES PERIODICOS - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"381401,00";"80901,00";"24985,09";"24985,09";"24985,09"
"04/06/22";"2017";"2010";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS";"0001";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS E DE EMPREGADOS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"9468456,00";"9896456,00";"9880035,76";"9880035,76";"9880035,76"
"04/06/22";"2017";"2010";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS";"0001";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS E DE EMPREGADOS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"88";"RECURSOS FINANCEIROS DE LIVRE APLICACAO";"0,00";"663738,00";"663738,00";"663738,00";"663738,00"
"04/06/22";"2017";"2011";"AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITA";"0001";"AUXILIO-TRANSPORTE - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1509744,00";"811744,00";"790358,16";"790358,16";"790358,16"
"04/06/22";"2017";"2012";"AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILIT";"0001";"AUXILIO-ALIMENTACAO DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"68667984,00";"64867984,00";"64715925,79";"64715925,79";"64715925,79"
"04/06/22";"2017";"2012";"AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILIT";"0001";"AUXILIO-ALIMENTACAO DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"88";"RECURSOS FINANCEIROS DE LIVRE APLICACAO";"0,00";"4813625,00";"4813625,00";"4813625,00";"4813625,00"
"04/06/22";"2017";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1401502623,59";"1371282623,59";"1359456384,49";"1357943797,99";"1356711246,24"
"04/06/22";"2017";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"85678404,41";"85678404,41";"75489661,75";"75489661,75";"75489661,75"
"04/06/22";"2017";"216H";"AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1356738,00";"1356738,00";"972843,55";"972843,55";"972843,55"
"04/06/22";"2017";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"53037359,74";"52487359,74";"45415174,29";"41491573,88";"41400399,56"
"04/06/22";"2017";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"542123,26";"542123,26";"539476,77";"515211,49";"515211,49"
"04/06/22";"2017";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"4500000,00";"5050000,00";"4596052,88";"4301052,96";"4296985,08"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"278722381,80";"272829831,80";"250805819,81";"215192458,80";"214342324,82"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"2971830,00";"703830,00";"35000,00";"35000,00";"35000,00"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"295103,20";"295103,20";"187195,25";"120089,52";"120089,52"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"17430905,00";"12383455,00";"11646114,10";"5165407,25";"5155983,54"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"1404377,00";"3828284,00";"1947663,64";"951912,98";"951912,98"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"63";"REC.PROP.DECOR.ALIEN.BENS E DIR.DO PATR.PUB.";"164718,00";"164718,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"38654048,82";"35652851,82";"24136805,29";"21694496,69";"21639601,95"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"69,18";"69,18";"69,18";"69,18";"69,18"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"6000000,00";"21441197,00";"20244364,16";"20020465,26";"20020465,26"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"19037311,00";"19037311,00";"17580261,45";"16331965,70";"16331743,10"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"1052716,00";"85859,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"4000,00";"4000,00";"4000,00";"0,00";"0,00"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"810950,00";"70950,00";"70950,00";"70950,00"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"6145309,43";"5145309,43";"2372319,62";"1730744,49";"1730744,49"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"21682,57";"21682,57";"0,00";"0,00";"0,00"
"04/06/22";"2017";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000D";"MODERNIZACAO E ADEQUACAO DA ACESSIBILIDADE NO COMPLEXO ARQUITETONICO";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"159405,00";"159405,00";"0,00";"0,00";"0,00"
"04/06/22";"2017";"4236";"APRECIACAO E JULGAMENTO DE CAUSAS";"0001";"JULGAMENTO DE PROCESSOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"400000,00";"400000,00";"400000,00";"400000,00";"400000,00"
"04/06/22";"2017";"4257";"JULGAMENTO DE CAUSAS NA JUSTICA FEDERAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"49400,00";"49400,00";"49400,00";"49400,00";"49400,00"
"04/06/22";"2016";"00M1";"BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NA";"0001";"AUXILIO-FUNERAL E NATALIDADE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1977396,00";"2114475,00";"2075073,82";"1829501,20";"1829501,20"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"0002";"CONTRIBUICAO A ASSOCIACAO DOS SECRETARIOS-GERAIS DO PARLAMENTO - ASPG";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"2890,00";"3830,00";"3111,14";"3111,14";"3111,14"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"0004";"CONTRIBUICAO A FEDERACAO INTERNACIONAL DAS ASSOCIACOES E INSTITUICOES BIBLIOTECARIAS - IFLA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"2086,00";"2919,00";"2548,30";"2548,30";"2548,30"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"0007";"CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS ESCOLAS DO LEGISLATIVO E DE CONTAS - ABEL";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"5100,00";"9000,00";"9000,00";"9000,00";"9000,00"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000Q";"CONTRIBUICAO A UNIAO NACIONAL DAS INSTITUICOES DE AUTOGESTAO EM SAUDE - UNIDAS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"42500,00";"47820,00";"47820,00";"47820,00";"47820,00"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000R";"CONTRIBUICAO A ORGANIZACAO MUNDIAL DE TURISMO - OMT";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"9724,00";"13605,00";"0,00";"0,00";"0,00"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000S";"CONTRIBUICAO AO PARLAMENTO LATINO-AMERICANO";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"73842,00";"140631,00";"125138,34";"125138,34";"125138,34"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000T";"CONTRIBUICAO A UNIAO INTERPARLAMENTAR";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"644802,00";"772088,00";"718641,44";"718641,44";"718641,44"
"04/06/22";"2016";"00OL";"CONTRIBUICOES E ANUIDADES A ORGANISMOS E ENTIDADES NACIONAIS";"000U";"CONTRIBUICAO AO PARLAMERICAS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"55381,00";"78466,00";"58023,57";"58023,57";"58023,57"
"04/06/22";"2016";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1149060800,00";"1158721143,00";"1158721142,68";"1158639489,35";"1158639489,35"
"04/06/22";"2016";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"56";"CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB";"268856923,00";"268856923,00";"268856923,00";"268856923,00";"268856923,00"
"04/06/22";"2016";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"69";"CONTR.PATRONAL PARA O PLANO SEG.SOC.SERV.PUB.";"229179919,00";"229179919,00";"229179919,00";"229179919,00";"229179919,00"
"04/06/22";"2016";"0397";"APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"23930947,00";"23361362,00";"23302940,42";"23302940,42";"23302940,42"
"04/06/22";"2016";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"221960358,00";"221960358,00";"197962501,27";"197873884,55";"197873884,55"
"04/06/22";"2016";"0Z00";"RESERVA DE CONTINGENCIA - FINANCEIRA";" -";" -";"9";"RESERVA DE CONTINGENCIA";"0";"FINANCEIRO";"99";"RESERVA DE CONTINGENCIA";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"17506070,00";"17506070,00";"0,00";"0,00";"0,00"
